session_date,sku_id,spike_flag,unit_cost,unit_price,units_sold,units_refunded,stock_available,restock_lead_days
2025-02-07,DQProduk-005,0,119850.0,149850.0,10,1,93,1
2025-02-08,DQProduk-005,0,119850.0,149850.0,19,1,211,3
2025-02-09,DQProduk-005,0,119850.0,149850.0,18,1,140,2
2025-02-10,DQProduk-005,0,119850.0,149850.0,23,2,152,7
2025-02-11,DQProduk-005,0,119850.0,149850.0,18,1,209,2
2025-02-12,DQProduk-005,0,119850.0,149850.0,20,0,179,2
2025-02-13,DQProduk-005,0,119850.0,149850.0,23,0,144,0
2025-02-14,DQProduk-005,0,119850.0,149850.0,17,1,192,3
2025-02-15,DQProduk-005,0,119850.0,149850.0,17,1,92,7
2025-02-16,DQProduk-005,0,119850.0,149850.0,19,0,36,1
2025-02-17,DQProduk-005,0,119850.0,149850.0,25,0,208,3
2025-02-18,DQProduk-005,0,119850.0,149850.0,14,0,96,14
2025-02-19,DQProduk-005,1,119850.0,149850.0,67,3,96,2
2025-02-20,DQProduk-005,0,119850.0,149850.0,17,2,183,1
2025-02-21,DQProduk-005,0,119850.0,149850.0,10,0,39,1
2025-02-22,DQProduk-005,0,119850.0,149850.0,10,0,56,5
2025-02-23,DQProduk-005,0,119850.0,149850.0,17,2,136,3
2025-02-24,DQProduk-005,0,119850.0,149850.0,16,0,61,1
2025-02-25,DQProduk-005,0,119850.0,149850.0,13,2,149,2
2025-02-26,DQProduk-005,1,119850.0,149850.0,71,5,90,3
2025-02-27,DQProduk-005,1,119850.0,149850.0,53,2,119,3
2025-02-28,DQProduk-005,0,119850.0,149850.0,16,0,43,3
2025-03-01,DQProduk-005,0,119850.0,149850.0,23,1,199,3
2025-03-02,DQProduk-005,0,119850.0,149850.0,26,1,112,3
2025-03-03,DQProduk-005,0,119850.0,149850.0,18,0,75,2
2025-03-04,DQProduk-005,0,119850.0,149850.0,17,0,167,5
2025-03-05,DQProduk-005,0,119850.0,149850.0,18,1,41,3
2025-03-06,DQProduk-005,0,119850.0,149850.0,19,1,194,5
2025-03-07,DQProduk-005,0,119850.0,149850.0,23,1,182,3
2025-03-08,DQProduk-005,0,119850.0,149850.0,19,2,60,5
2025-03-09,DQProduk-005,0,119850.0,149850.0,11,1,89,1
2025-03-10,DQProduk-005,0,119850.0,149850.0,14,2,150,2
2025-03-11,DQProduk-005,1,119850.0,149850.0,75,9,266,2
2025-03-12,DQProduk-005,0,119850.0,149850.0,14,0,132,7
2025-03-13,DQProduk-005,0,119850.0,149850.0,25,1,190,5
2025-03-14,DQProduk-005,0,119850.0,149850.0,18,1,130,7
2025-03-15,DQProduk-005,0,119850.0,149850.0,21,1,124,1
2025-03-16,DQProduk-005,0,119850.0,149850.0,18,2,135,3
2025-03-17,DQProduk-005,1,119850.0,149850.0,38,6,48,5
2025-03-18,DQProduk-005,0,119850.0,149850.0,14,0,208,1
2025-03-19,DQProduk-005,0,119850.0,149850.0,21,0,145,5
2025-03-20,DQProduk-005,1,119850.0,149850.0,57,6,217,7
2025-03-21,DQProduk-005,0,119850.0,149850.0,16,0,202,1
2025-03-22,DQProduk-005,0,119850.0,149850.0,15,1,52,5
2025-03-23,DQProduk-005,0,119850.0,149850.0,24,0,76,2
2025-03-24,DQProduk-005,0,119850.0,149850.0,20,0,217,14
2025-03-25,DQProduk-005,0,119850.0,149850.0,16,1,154,1
2025-03-26,DQProduk-005,0,119850.0,149850.0,26,0,190,1
2025-03-27,DQProduk-005,0,119850.0,149850.0,19,3,53,7
2025-03-28,DQProduk-005,0,119850.0,149850.0,25,0,101,2
2025-03-29,DQProduk-005,1,119850.0,149850.0,77,11,130,2
2025-03-30,DQProduk-005,0,119850.0,149850.0,25,2,163,2
2025-03-31,DQProduk-005,0,119850.0,149850.0,26,3,151,1
2025-01-01,DQProduk-006,1,104850.0,224850.0,26,3,60,1
2025-01-02,DQProduk-006,1,104850.0,224850.0,22,3,122,7
2025-01-03,DQProduk-006,0,104850.0,224850.0,5,1,75,5
2025-01-04,DQProduk-006,1,104850.0,224850.0,9,1,91,5
2025-01-05,DQProduk-006,0,104850.0,224850.0,8,0,111,2
2025-01-06,DQProduk-006,0,104850.0,224850.0,3,0,195,1
2025-01-07,DQProduk-006,0,104850.0,224850.0,5,1,22,1
2025-01-08,DQProduk-006,1,104850.0,224850.0,11,1,193,5
2025-01-09,DQProduk-006,0,104850.0,224850.0,7,1,65,2
2025-01-10,DQProduk-006,0,104850.0,224850.0,8,0,160,3
2025-01-11,DQProduk-006,0,104850.0,224850.0,4,1,117,2
2025-01-12,DQProduk-006,0,104850.0,224850.0,7,0,56,1
2025-01-13,DQProduk-006,0,104850.0,224850.0,2,0,42,1
2025-01-14,DQProduk-006,0,104850.0,224850.0,4,0,116,3
2025-01-15,DQProduk-006,0,104850.0,224850.0,7,1,150,7
2025-01-16,DQProduk-006,0,104850.0,224850.0,4,0,19,2
2025-01-17,DQProduk-006,1,104850.0,224850.0,22,3,164,5
2025-01-18,DQProduk-006,0,104850.0,224850.0,4,0,150,3
2025-01-19,DQProduk-006,0,104850.0,224850.0,5,0,44,5
2025-01-20,DQProduk-006,1,104850.0,224850.0,15,2,82,2
2025-01-21,DQProduk-006,0,104850.0,224850.0,2,0,22,5
2025-01-22,DQProduk-006,0,104850.0,224850.0,3,0,66,1
2025-01-23,DQProduk-006,0,104850.0,224850.0,2,1,196,5
2025-01-24,DQProduk-006,0,104850.0,224850.0,4,0,40,3
2025-01-25,DQProduk-006,0,104850.0,224850.0,3,0,55,5
2025-01-26,DQProduk-006,0,104850.0,224850.0,5,1,172,2
2025-01-27,DQProduk-006,0,104850.0,224850.0,8,0,72,1
2025-01-28,DQProduk-006,1,104850.0,224850.0,11,1,202,0
2025-01-29,DQProduk-006,0,104850.0,224850.0,6,0,162,3
2025-01-30,DQProduk-006,0,104850.0,224850.0,3,0,99,3
2025-01-31,DQProduk-006,0,104850.0,224850.0,4,2,160,1
2025-02-01,DQProduk-006,0,104850.0,224850.0,10,0,178,3
2025-02-02,DQProduk-006,0,104850.0,224850.0,3,0,104,1
2025-02-03,DQProduk-006,0,104850.0,224850.0,5,0,89,5
2025-02-04,DQProduk-006,0,104850.0,224850.0,8,1,57,2
2025-02-05,DQProduk-006,0,104850.0,224850.0,4,0,40,3
2025-02-06,DQProduk-006,0,104850.0,224850.0,4,0,189,0
2025-02-07,DQProduk-006,0,104850.0,224850.0,6,1,171,1
2025-02-08,DQProduk-006,1,104850.0,224850.0,14,0,185,7
2025-02-09,DQProduk-006,0,104850.0,224850.0,7,0,34,3
2025-02-10,DQProduk-006,0,104850.0,224850.0,4,0,153,2
2025-02-11,DQProduk-006,0,104850.0,224850.0,3,0,56,3
2025-02-12,DQProduk-006,1,104850.0,224850.0,9,1,35,3
2025-02-13,DQProduk-006,1,104850.0,224850.0,11,1,193,14
2025-02-14,DQProduk-006,0,104850.0,224850.0,3,0,66,2
2025-02-15,DQProduk-006,0,104850.0,224850.0,9,0,149,3
2025-02-16,DQProduk-006,0,104850.0,224850.0,4,2,186,5
2025-02-17,DQProduk-006,0,104850.0,224850.0,5,0,104,1
2025-02-18,DQProduk-006,0,104850.0,224850.0,3,0,24,2
2025-02-19,DQProduk-006,1,104850.0,224850.0,11,1,136,2
2025-02-20,DQProduk-006,0,104850.0,224850.0,7,1,126,2
2025-02-21,DQProduk-006,0,104850.0,224850.0,11,0,193,1
2025-02-22,DQProduk-006,0,104850.0,224850.0,4,0,43,2
2025-02-23,DQProduk-006,1,104850.0,224850.0,12,1,85,5
2025-02-24,DQProduk-006,0,104850.0,224850.0,6,0,16,1
2025-02-25,DQProduk-006,0,104850.0,224850.0,3,0,190,5
2025-02-26,DQProduk-006,0,104850.0,224850.0,4,1,159,1
2025-02-27,DQProduk-006,0,104850.0,224850.0,7,0,38,2
2025-02-28,DQProduk-006,0,104850.0,224850.0,7,1,168,2
2025-03-01,DQProduk-006,0,104850.0,224850.0,6,2,164,0
2025-03-02,DQProduk-006,0,104850.0,224850.0,3,0,30,3
2025-03-03,DQProduk-006,0,104850.0,224850.0,3,0,80,1
2025-03-04,DQProduk-006,0,104850.0,224850.0,4,0,98,2
2025-03-05,DQProduk-006,0,104850.0,224850.0,5,0,56,2
2025-03-06,DQProduk-006,0,104850.0,224850.0,3,0,22,1
2025-03-07,DQProduk-006,0,104850.0,224850.0,3,0,134,1
2025-03-08,DQProduk-006,0,104850.0,224850.0,1,0,87,14
2025-03-09,DQProduk-006,0,104850.0,224850.0,7,0,126,2
2025-03-10,DQProduk-006,0,104850.0,224850.0,6,0,186,0
2025-03-11,DQProduk-006,0,104850.0,224850.0,3,0,68,2
2025-03-12,DQProduk-006,0,104850.0,224850.0,2,0,78,7
2025-03-13,DQProduk-006,0,104850.0,224850.0,4,0,95,3
2025-03-14,DQProduk-006,0,104850.0,224850.0,4,0,48,2
2025-03-15,DQProduk-006,0,104850.0,224850.0,6,0,91,3
2025-03-16,DQProduk-006,0,104850.0,224850.0,6,0,95,3
2025-03-17,DQProduk-006,0,104850.0,224850.0,5,0,99,2
2025-03-18,DQProduk-006,1,104850.0,224850.0,12,2,128,2
2025-03-19,DQProduk-006,0,104850.0,224850.0,6,1,183,2
2025-03-20,DQProduk-006,0,104850.0,224850.0,4,0,53,3
2025-03-21,DQProduk-006,0,104850.0,224850.0,4,0,54,2
2025-03-22,DQProduk-006,0,104850.0,224850.0,4,0,165,0
2025-03-23,DQProduk-006,0,104850.0,224850.0,4,0,139,3
2025-03-24,DQProduk-006,0,104850.0,224850.0,7,0,199,2
2025-03-25,DQProduk-006,0,104850.0,224850.0,4,0,23,3
2025-03-26,DQProduk-006,0,104850.0,224850.0,3,0,21,2
2025-03-27,DQProduk-006,0,104850.0,224850.0,8,1,206,2
2025-03-28,DQProduk-006,0,104850.0,224850.0,3,0,54,5
2025-03-29,DQProduk-006,0,104850.0,224850.0,6,2,100,7
2025-03-30,DQProduk-006,0,104850.0,224850.0,8,0,87,2
2025-03-31,DQProduk-006,1,104850.0,224850.0,10,1,207,2
2025-01-01,DQProduk-007,0,179850.0,239850.0,23,2,215,5
2025-01-02,DQProduk-007,1,179850.0,239850.0,66,8,219,2
2025-01-03,DQProduk-007,1,179850.0,239850.0,44,7,226,5
2025-01-04,DQProduk-007,0,179850.0,239850.0,23,2,166,3
2025-01-05,DQProduk-007,0,179850.0,239850.0,19,1,143,2
2025-01-06,DQProduk-007,1,179850.0,239850.0,33,2,101,5
2025-01-07,DQProduk-007,0,179850.0,239850.0,16,0,154,3
2025-01-08,DQProduk-007,1,179850.0,239850.0,65,5,81,3
2025-01-09,DQProduk-007,0,179850.0,239850.0,24,0,108,3
2025-01-10,DQProduk-007,0,179850.0,239850.0,18,0,203,5
2025-01-11,DQProduk-007,0,179850.0,239850.0,22,2,143,3
2025-01-12,DQProduk-007,0,179850.0,239850.0,25,0,84,2
2025-01-13,DQProduk-007,0,179850.0,239850.0,11,1,28,3
2025-01-14,DQProduk-007,0,179850.0,239850.0,25,4,223,1
2025-01-15,DQProduk-007,1,179850.0,239850.0,55,5,223,1
2025-01-16,DQProduk-007,0,179850.0,239850.0,10,0,120,3
2025-01-17,DQProduk-007,0,179850.0,239850.0,18,2,62,5
2025-01-18,DQProduk-007,0,179850.0,239850.0,21,0,160,7
2025-01-19,DQProduk-007,0,179850.0,239850.0,22,2,100,7
2025-01-20,DQProduk-007,0,179850.0,239850.0,10,0,204,1
2025-01-21,DQProduk-007,0,179850.0,239850.0,19,2,185,1
2025-01-22,DQProduk-007,1,179850.0,239850.0,80,5,93,1
2025-01-23,DQProduk-007,1,179850.0,239850.0,71,9,268,14
2025-01-24,DQProduk-007,0,179850.0,239850.0,10,0,32,1
2025-01-25,DQProduk-007,0,179850.0,239850.0,22,2,110,5
2025-01-26,DQProduk-007,0,179850.0,239850.0,17,0,94,14
2025-01-27,DQProduk-007,0,179850.0,239850.0,12,0,196,2
2025-01-28,DQProduk-007,0,179850.0,239850.0,24,2,199,14
2025-01-29,DQProduk-007,0,179850.0,239850.0,13,0,85,1
2025-01-30,DQProduk-007,0,179850.0,239850.0,17,3,152,2
2025-01-31,DQProduk-007,0,179850.0,239850.0,10,0,161,3
2025-02-01,DQProduk-007,0,179850.0,239850.0,26,1,92,1
2025-02-02,DQProduk-007,0,179850.0,239850.0,20,3,50,5
2025-02-03,DQProduk-007,0,179850.0,239850.0,24,1,98,5
2025-02-04,DQProduk-007,0,179850.0,239850.0,19,3,106,2
2025-02-05,DQProduk-007,0,179850.0,239850.0,22,1,171,5
2025-02-06,DQProduk-007,0,179850.0,239850.0,21,1,176,1
2025-02-07,DQProduk-007,0,179850.0,239850.0,29,1,65,2
2025-02-08,DQProduk-007,1,179850.0,239850.0,43,2,107,5
2025-02-09,DQProduk-007,0,179850.0,239850.0,21,1,65,3
2025-02-10,DQProduk-007,0,179850.0,239850.0,14,2,26,5
2025-02-11,DQProduk-007,0,179850.0,239850.0,20,3,39,1
2025-02-12,DQProduk-007,0,179850.0,239850.0,23,0,106,7
2025-02-13,DQProduk-007,0,179850.0,239850.0,20,2,57,1
2025-02-14,DQProduk-007,0,179850.0,239850.0,23,0,45,2
2025-02-15,DQProduk-007,0,179850.0,239850.0,16,1,196,1
2025-02-16,DQProduk-007,0,179850.0,239850.0,20,1,86,0
2025-02-17,DQProduk-007,0,179850.0,239850.0,13,2,139,3
2025-02-18,DQProduk-007,0,179850.0,239850.0,22,1,188,3
2025-02-19,DQProduk-007,0,179850.0,239850.0,15,2,106,1
2025-02-20,DQProduk-007,0,179850.0,239850.0,13,0,142,3
2025-02-21,DQProduk-007,0,179850.0,239850.0,9,0,37,1
2025-02-22,DQProduk-007,0,179850.0,239850.0,22,1,212,1
2025-02-23,DQProduk-007,0,179850.0,239850.0,20,1,213,2
2025-02-24,DQProduk-007,0,179850.0,239850.0,24,2,150,3
2025-02-25,DQProduk-007,0,179850.0,239850.0,20,2,158,1
2025-02-26,DQProduk-007,0,179850.0,239850.0,21,2,122,3
2025-02-27,DQProduk-007,0,179850.0,239850.0,21,0,108,2
2025-02-28,DQProduk-007,0,179850.0,239850.0,19,3,182,7
2025-03-01,DQProduk-007,0,179850.0,239850.0,19,1,41,3
2025-03-02,DQProduk-007,0,179850.0,239850.0,21,1,198,0
2025-03-03,DQProduk-007,0,179850.0,239850.0,15,2,148,3
2025-03-04,DQProduk-007,0,179850.0,239850.0,28,2,137,2
2025-03-05,DQProduk-007,0,179850.0,239850.0,27,1,136,1
2025-03-06,DQProduk-007,0,179850.0,239850.0,24,1,104,3
2025-03-07,DQProduk-007,0,179850.0,239850.0,15,0,159,5
2025-03-08,DQProduk-007,0,179850.0,239850.0,18,1,64,1
2025-03-09,DQProduk-007,1,179850.0,239850.0,49,7,224,5
2025-03-10,DQProduk-007,0,179850.0,239850.0,18,1,167,1
2025-03-11,DQProduk-007,1,179850.0,239850.0,66,9,190,2
2025-03-12,DQProduk-007,1,179850.0,239850.0,49,8,140,3
2025-03-13,DQProduk-007,0,179850.0,239850.0,23,0,83,2
2025-03-14,DQProduk-007,1,179850.0,239850.0,46,2,65,5
2025-03-15,DQProduk-007,0,179850.0,239850.0,23,1,214,3
2025-03-16,DQProduk-007,0,179850.0,239850.0,13,2,109,3
2025-03-17,DQProduk-007,0,179850.0,239850.0,22,1,75,5
2025-03-18,DQProduk-007,1,179850.0,239850.0,42,3,171,14
2025-03-19,DQProduk-007,0,179850.0,239850.0,20,1,216,5
2025-03-20,DQProduk-007,0,179850.0,239850.0,18,0,101,3
2025-03-21,DQProduk-007,0,179850.0,239850.0,13,0,148,2
2025-03-22,DQProduk-007,0,179850.0,239850.0,15,0,108,2
2025-03-23,DQProduk-007,0,179850.0,239850.0,20,0,154,5
2025-03-24,DQProduk-007,0,179850.0,239850.0,25,1,47,3
2025-03-25,DQProduk-007,0,179850.0,239850.0,21,1,53,2
2025-03-26,DQProduk-007,0,179850.0,239850.0,12,0,39,7
2025-03-27,DQProduk-007,0,179850.0,239850.0,20,0,119,3
2025-03-28,DQProduk-007,1,179850.0,239850.0,79,8,90,0
2025-03-29,DQProduk-007,0,179850.0,239850.0,24,0,221,5
2025-03-30,DQProduk-007,0,179850.0,239850.0,19,1,197,1
2025-03-31,DQProduk-007,0,179850.0,239850.0,15,1,184,2
2025-01-01,DQProduk-008,0,59850.0,104850.0,22,0,57,7
2025-01-02,DQProduk-008,0,59850.0,104850.0,18,1,195,1
2025-01-03,DQProduk-008,0,59850.0,104850.0,16,0,122,1
2025-01-04,DQProduk-008,0,59850.0,104850.0,26,2,145,1
2025-01-05,DQProduk-008,0,59850.0,104850.0,19,0,194,2
2025-01-06,DQProduk-008,0,59850.0,104850.0,22,3,105,0
2025-01-07,DQProduk-008,0,59850.0,104850.0,16,0,35,2
2025-01-08,DQProduk-008,0,59850.0,104850.0,21,3,128,5
2025-01-09,DQProduk-008,0,59850.0,104850.0,25,3,97,3
2025-01-10,DQProduk-008,0,59850.0,104850.0,20,0,207,3
2025-01-11,DQProduk-008,0,59850.0,104850.0,10,0,186,3
2025-01-12,DQProduk-008,1,59850.0,104850.0,85,10,184,3
2025-01-13,DQProduk-008,0,59850.0,104850.0,18,1,157,7
2025-01-14,DQProduk-008,1,59850.0,104850.0,68,5,120,3
2025-01-15,DQProduk-008,0,59850.0,104850.0,22,2,174,2
2025-01-16,DQProduk-008,0,59850.0,104850.0,16,1,138,1
2025-01-17,DQProduk-008,0,59850.0,104850.0,19,1,84,3
2025-01-18,DQProduk-008,0,59850.0,104850.0,15,0,175,14
2025-01-19,DQProduk-008,0,59850.0,104850.0,16,2,183,3
2025-01-20,DQProduk-008,0,59850.0,104850.0,19,3,72,1
2025-01-21,DQProduk-008,0,59850.0,104850.0,17,0,36,2
2025-01-22,DQProduk-008,0,59850.0,104850.0,10,0,207,3
2025-01-23,DQProduk-008,0,59850.0,104850.0,21,0,175,5
2025-01-24,DQProduk-008,1,59850.0,104850.0,58,2,117,0
2025-01-25,DQProduk-008,0,59850.0,104850.0,25,1,156,2
2025-01-26,DQProduk-008,0,59850.0,104850.0,26,1,127,7
2025-01-27,DQProduk-008,0,59850.0,104850.0,19,0,184,2
2025-01-28,DQProduk-008,0,59850.0,104850.0,17,2,123,14
2025-01-29,DQProduk-008,1,59850.0,104850.0,47,4,111,1
2025-01-30,DQProduk-008,1,59850.0,104850.0,70,6,196,3
2025-01-31,DQProduk-008,0,59850.0,104850.0,28,0,79,7
2025-02-01,DQProduk-008,0,59850.0,104850.0,21,0,147,7
2025-02-02,DQProduk-008,0,59850.0,104850.0,25,0,187,5
2025-02-03,DQProduk-008,0,59850.0,104850.0,20,1,43,2
2025-02-04,DQProduk-008,1,59850.0,104850.0,53,7,85,2
2025-02-05,DQProduk-008,0,59850.0,104850.0,18,1,190,3
2025-02-06,DQProduk-008,0,59850.0,104850.0,23,0,161,1
2025-02-07,DQProduk-008,1,59850.0,104850.0,38,6,207,3
2025-02-08,DQProduk-008,0,59850.0,104850.0,13,2,76,7
2025-02-09,DQProduk-008,0,59850.0,104850.0,17,0,163,5
2025-02-10,DQProduk-008,0,59850.0,104850.0,15,2,177,5
2025-02-11,DQProduk-008,0,59850.0,104850.0,14,0,148,1
2025-02-12,DQProduk-008,1,59850.0,104850.0,49,5,191,3
2025-02-13,DQProduk-008,1,59850.0,104850.0,67,7,184,14
2025-02-14,DQProduk-008,0,59850.0,104850.0,21,1,149,0
2025-02-15,DQProduk-008,0,59850.0,104850.0,18,2,128,2
2025-02-16,DQProduk-008,0,59850.0,104850.0,11,0,27,2
2025-02-17,DQProduk-008,0,59850.0,104850.0,12,0,90,3
2025-02-18,DQProduk-008,1,59850.0,104850.0,48,7,60,2
2025-02-19,DQProduk-008,0,59850.0,104850.0,22,0,71,1
2025-02-20,DQProduk-008,0,59850.0,104850.0,14,1,25,0
2025-02-21,DQProduk-008,0,59850.0,104850.0,17,1,137,1
2025-02-22,DQProduk-008,0,59850.0,104850.0,10,0,32,7
2025-02-23,DQProduk-008,0,59850.0,104850.0,22,0,34,2
2025-02-24,DQProduk-008,0,59850.0,104850.0,22,1,147,3
2025-02-25,DQProduk-008,1,59850.0,104850.0,47,3,216,3
2025-02-26,DQProduk-008,1,59850.0,104850.0,56,5,135,3
2025-02-27,DQProduk-008,1,59850.0,104850.0,76,5,198,5
2025-02-28,DQProduk-008,0,59850.0,104850.0,21,1,48,3
2025-03-01,DQProduk-008,1,59850.0,104850.0,50,3,235,14
2025-03-02,DQProduk-008,0,59850.0,104850.0,12,0,23,3
2025-03-03,DQProduk-008,0,59850.0,104850.0,12,1,66,3
2025-03-04,DQProduk-008,0,59850.0,104850.0,16,0,32,1
2025-03-05,DQProduk-008,0,59850.0,104850.0,20,1,124,3
2025-03-06,DQProduk-008,0,59850.0,104850.0,24,1,159,2
2025-03-07,DQProduk-008,0,59850.0,104850.0,27,2,191,1
2025-03-08,DQProduk-008,0,59850.0,104850.0,17,0,137,3
2025-03-09,DQProduk-008,0,59850.0,104850.0,13,3,47,5
2025-03-10,DQProduk-008,0,59850.0,104850.0,15,0,93,5
2025-03-11,DQProduk-008,0,59850.0,104850.0,16,2,95,7
2025-03-12,DQProduk-008,0,59850.0,104850.0,21,2,120,3
2025-03-13,DQProduk-008,0,59850.0,104850.0,16,1,26,0
2025-03-14,DQProduk-008,1,59850.0,104850.0,65,8,164,1
2025-03-15,DQProduk-008,0,59850.0,104850.0,15,0,45,2
2025-03-16,DQProduk-008,0,59850.0,104850.0,19,1,121,3
2025-03-17,DQProduk-008,1,59850.0,104850.0,69,5,196,2
2025-03-18,DQProduk-008,0,59850.0,104850.0,18,1,203,3
2025-03-19,DQProduk-008,0,59850.0,104850.0,17,1,116,2
2025-03-20,DQProduk-008,0,59850.0,104850.0,24,2,75,1
2025-03-21,DQProduk-008,0,59850.0,104850.0,13,1,139,3
2025-03-22,DQProduk-008,1,59850.0,104850.0,54,6,121,3
2025-03-23,DQProduk-008,0,59850.0,104850.0,24,1,162,0
2025-03-24,DQProduk-008,0,59850.0,104850.0,15,1,69,7
2025-03-25,DQProduk-008,0,59850.0,104850.0,14,1,39,5
2025-03-26,DQProduk-008,0,59850.0,104850.0,25,1,113,2
2025-03-27,DQProduk-008,0,59850.0,104850.0,27,0,139,7
2025-03-28,DQProduk-008,1,59850.0,104850.0,69,10,239,1
2025-03-29,DQProduk-008,0,59850.0,104850.0,26,4,152,7
2025-03-30,DQProduk-008,0,59850.0,104850.0,16,0,79,2
2025-03-31,DQProduk-008,0,59850.0,104850.0,19,0,79,1
2025-01-01,DQProduk-009,0,149850.0,164850.0,19,0,208,5
2025-01-02,DQProduk-009,0,149850.0,164850.0,17,1,154,1
2025-01-03,DQProduk-009,1,149850.0,164850.0,27,3,109,2
2025-01-04,DQProduk-009,0,149850.0,164850.0,11,0,117,14
2025-01-05,DQProduk-009,0,149850.0,164850.0,12,0,144,7
2025-01-06,DQProduk-009,0,149850.0,164850.0,16,0,124,3
2025-01-07,DQProduk-009,1,149850.0,164850.0,38,4,193,2
2025-01-08,DQProduk-009,0,149850.0,164850.0,17,0,146,5
2025-01-09,DQProduk-009,0,149850.0,164850.0,13,0,97,3
2025-01-10,DQProduk-009,0,149850.0,164850.0,16,0,211,2
2025-01-11,DQProduk-009,0,149850.0,164850.0,12,2,58,1
2025-01-12,DQProduk-009,0,149850.0,164850.0,13,1,89,1
2025-01-13,DQProduk-009,0,149850.0,164850.0,19,0,182,2
2025-01-14,DQProduk-009,0,149850.0,164850.0,15,2,187,5
2025-01-15,DQProduk-009,0,149850.0,164850.0,8,0,64,7
2025-01-16,DQProduk-009,0,149850.0,164850.0,20,1,85,1
2025-01-17,DQProduk-009,0,149850.0,164850.0,17,0,81,2
2025-01-18,DQProduk-009,1,149850.0,164850.0,58,5,116,5
2025-01-19,DQProduk-009,0,149850.0,164850.0,16,0,110,3
2025-01-20,DQProduk-009,1,149850.0,164850.0,44,3,178,2
2025-01-21,DQProduk-009,0,149850.0,164850.0,14,0,178,0
2025-01-22,DQProduk-009,0,149850.0,164850.0,14,0,190,3
2025-01-23,DQProduk-009,1,149850.0,164850.0,54,4,169,3
2025-01-24,DQProduk-009,0,149850.0,164850.0,14,2,184,3
2025-01-25,DQProduk-009,1,149850.0,164850.0,55,5,230,2
2025-01-26,DQProduk-009,0,149850.0,164850.0,21,1,199,2
2025-01-27,DQProduk-009,0,149850.0,164850.0,15,2,174,2
2025-01-28,DQProduk-009,0,149850.0,164850.0,22,2,207,2
2025-01-29,DQProduk-009,1,149850.0,164850.0,48,3,136,2
2025-01-30,DQProduk-009,0,149850.0,164850.0,10,0,206,3
2025-01-31,DQProduk-009,0,149850.0,164850.0,16,3,141,7
2025-02-01,DQProduk-009,0,149850.0,164850.0,12,2,113,3
2025-02-02,DQProduk-009,0,149850.0,164850.0,8,0,193,1
2025-02-03,DQProduk-009,0,149850.0,164850.0,20,0,124,1
2025-02-04,DQProduk-009,1,149850.0,164850.0,77,6,152,3
2025-02-05,DQProduk-009,0,149850.0,164850.0,10,1,44,0
2025-02-06,DQProduk-009,1,149850.0,164850.0,60,3,134,2
2025-02-07,DQProduk-009,0,149850.0,164850.0,14,0,196,3
2025-02-08,DQProduk-009,0,149850.0,164850.0,13,1,68,5
2025-02-09,DQProduk-009,0,149850.0,164850.0,6,0,176,2
2025-02-10,DQProduk-009,0,149850.0,164850.0,15,1,51,7
2025-02-11,DQProduk-009,0,149850.0,164850.0,19,1,121,3
2025-02-12,DQProduk-009,0,149850.0,164850.0,17,1,52,2
2025-02-13,DQProduk-009,1,149850.0,164850.0,42,5,204,1
2025-02-14,DQProduk-009,0,149850.0,164850.0,18,0,212,5
2025-02-15,DQProduk-009,0,149850.0,164850.0,14,0,201,3
2025-02-16,DQProduk-009,0,149850.0,164850.0,12,0,110,1
2025-02-17,DQProduk-009,1,149850.0,164850.0,46,6,183,3
2025-02-18,DQProduk-009,0,149850.0,164850.0,21,0,99,1
2025-02-19,DQProduk-009,0,149850.0,164850.0,20,2,119,0
2025-02-20,DQProduk-009,0,149850.0,164850.0,14,0,37,3
2025-02-21,DQProduk-009,1,149850.0,164850.0,35,3,137,2
2025-02-22,DQProduk-009,0,149850.0,164850.0,15,1,57,5
2025-02-23,DQProduk-009,0,149850.0,164850.0,13,1,92,5
2025-02-24,DQProduk-009,0,149850.0,164850.0,13,0,107,1
2025-02-25,DQProduk-009,0,149850.0,164850.0,11,0,27,2
2025-02-26,DQProduk-009,0,149850.0,164850.0,16,1,203,2
2025-02-27,DQProduk-009,0,149850.0,164850.0,11,0,173,1
2025-02-28,DQProduk-009,0,149850.0,164850.0,18,1,72,3
2025-03-01,DQProduk-009,1,149850.0,164850.0,52,4,90,1
2025-03-02,DQProduk-009,0,149850.0,164850.0,15,0,133,3
2025-03-03,DQProduk-009,0,149850.0,164850.0,13,0,59,3
2025-03-04,DQProduk-009,0,149850.0,164850.0,17,0,125,2
2025-03-05,DQProduk-009,0,149850.0,164850.0,20,1,176,1
2025-03-06,DQProduk-009,0,149850.0,164850.0,13,1,176,2
2025-03-07,DQProduk-009,0,149850.0,164850.0,17,0,85,5
2025-03-08,DQProduk-009,0,149850.0,164850.0,13,2,40,1
2025-03-09,DQProduk-009,0,149850.0,164850.0,15,2,132,3
2025-03-10,DQProduk-009,1,149850.0,164850.0,26,4,206,14
2025-03-11,DQProduk-009,0,149850.0,164850.0,15,0,175,2
2025-03-12,DQProduk-009,0,149850.0,164850.0,15,3,125,3
2025-03-13,DQProduk-009,0,149850.0,164850.0,14,0,118,3
2025-03-14,DQProduk-009,0,149850.0,164850.0,16,0,27,3
2025-03-15,DQProduk-009,0,149850.0,164850.0,15,0,182,5
2025-03-16,DQProduk-009,0,149850.0,164850.0,12,0,141,3
